,,,FAB-100,,,FAB-250,,,FAB-500,,
Angle,Speed,Height,Loft Time(s),Loft Dist(m),Pipper Adj,Loft Time(s),Loft Dist(m),Pipper Adj,Loft Time(s),Loft Dist(m),Pipper Adj
-40,1100,1600,6.98,1626.319012,4.532614459,6.97,1627.842394,4.505796161,6.97,1627.613313,4.50982737
-40,1100,2000,8.47,1971.635046,5.40919281,8.45,1972.603274,5.395129284,8.45,1972.269372,5.399978445
-40,1100,2400,9.88,2297.859068,6.245529585,9.86,2300.786946,6.209083825,9.86,2300.336262,6.214690971
-40,1100,2800,11.23,2609.719042,7.014485951,11.2,2612.445067,6.984649773,11.2,2611.868921,6.990953242
-40,1100,3200,12.53,2909.602093,7.721300174,12.49,2912.267615,7.695184644,12.5,2913.876796,7.679429123
-40,1100,3600,13.78,3197.57972,8.387985888,13.74,3202.607071,8.343290245,13.74,3201.756406,8.350848723
-40,1100,4000,14.99,3476.010543,9.009272946,14.94,3481.174437,8.967157219,14.94,3480.178732,8.975273815
-40,1100,4400,16.16,3744.950147,9.59806204,16.1,3750.319715,9.557538608,16.1,3749.175191,9.56617209
-40,1100,4800,17.29,4004.471583,10.16294299,17.22,4010.081209,10.12348451,17.23,4011.096512,10.11634765
-40,1100,5200,18.39,4256.929924,10.69485883,18.31,4262.805386,10.65611884,18.32,4263.667437,10.6504385
-40,1200,400,1.8,458.9859677,1.071705601,1.8,459.3168519,1.051255494,1.8,459.2971753,1.052471128
-40,1200,500,2.23,568.4457304,1.334582135,2.23,568.9519957,1.3092892,2.23,568.9218808,1.310793027
-40,1200,600,2.65,675.291293,1.621264697,2.65,676.0041687,1.591250163,2.65,675.9617513,1.593035092
-40,1200,800,3.47,883.7008324,2.154031398,3.47,884.9166309,2.114841505,3.47,884.8442473,2.117173048
-40,1200,1000,4.27,1086.7831,2.618611235,4.27,1088.614811,2.57053747,4.27,1088.505697,2.573398727
-40,1200,1200,5.05,1284.559755,3.050742111,5.04,1284.56548,3.050614715,5.04,1284.414165,3.053981687
-40,1200,1400,5.8,1474.52197,3.514939793,5.79,1475.325337,3.499356936,5.79,1475.126561,3.503211752
-40,1200,1600,6.54,1661.753179,3.915376586,6.52,1660.904138,3.930007072,6.52,1660.653265,3.934331532
-40,1200,2000,7.96,2020.502811,4.707819048,7.94,2021.631744,4.691817716,7.94,2021.263194,4.69704049
-40,1200,2400,9.31,2360.94431,5.470006761,9.29,2364.270055,5.429685275,9.29,2363.770499,5.435738341
-40,1200,2800,10.61,2688.225937,6.166733457,10.58,2691.413575,6.132810898,10.58,2690.7723,6.13963219
-40,1200,3200,11.87,3004.942459,6.800547661,11.83,3008.173231,6.769823104,11.83,3007.379758,6.777366142
-40,1200,3600,13.08,3308.674022,7.41462631,13.03,3312.065034,7.385383459,13.03,3311.112916,7.393591406
-40,1200,4000,14.25,3602.029773,7.996728379,14.19,3605.670029,7.967947742,14.2,3607.077524,7.95682678
-40,1200,4400,15.38,3885.104356,8.556195923,15.32,3891.555579,8.509026419,15.32,3890.273009,8.51839874
-40,1200,4800,16.48,4160.468888,9.082420711,16.41,4167.235501,9.036332061,16.42,4168.304902,9.029054054
-40,1200,5200,17.56,4430.670709,9.567274546,17.48,4437.784145,9.521894337,17.48,4436.166782,9.53220693
-50,400,400,3.86,275.4405935,5.448644257,3.86,275.5666426,5.436398368,3.86,275.5591518,5.437126014
-50,400,500,4.65,331.7493999,6.435773852,4.65,331.9341587,6.421076069,4.65,331.9231775,6.421949495
-50,400,600,5.4,385.1858939,7.300490953,5.4,385.4373428,7.283490419,5.4,385.4223961,7.284500791
-50,400,800,6.79,484.1656728,8.817376492,6.78,483.8565205,8.833584927,6.78,483.8325861,8.834840007
-50,400,1000,8.06,574.5358592,10.12108775,8.06,575.1122209,10.09626624,8.06,575.0779453,10.09774201
-50,400,1200,9.25,659.1564639,11.22013742,9.24,659.2113397,11.21812465,9.24,659.1658072,11.21979471
-50,400,1400,10.36,738.0386767,12.20312519,10.35,738.2974765,12.19483765,10.35,738.2398339,12.19668343
-50,400,1600,11.41,812.6129135,13.074756,11.4,813.0872834,13.06125375,11.4,813.0168326,13.06325883
-50,400,2000,13.37,951.7046349,14.55245074,13.35,951.9282392,14.54722787,13.35,951.830567,14.5495092
-50,400,2400,15.17,1079.315997,15.78583564,15.15,1080.027809,15.77170258,15.15,1079.901143,15.77421731
-50,400,2800,16.84,1197.60782,16.84277713,16.82,1198.825388,16.82171869,16.82,1198.668658,16.82442906
-50,400,3200,18.41,1308.727096,17.75655674,18.38,1309.755506,17.74078348,18.38,1309.56803,17.74365863
-50,400,3600,19.89,1413.400249,18.56447311,19.86,1414.959064,18.54298042,19.87,1415.44952,18.53621939
-50,400,4000,21.31,1513.758861,19.27136699,21.27,1515.153383,19.25389632,21.27,1514.902247,19.25704227
-50,400,4400,22.66,1609.111292,19.91217448,22.62,1611.054259,19.8898614,22.62,1610.770511,19.89311957
-50,400,4800,23.95,1700.174447,20.49570129,23.91,1702.667457,20.46926476,23.91,1702.35097,20.47262039
-50,400,5200,25.2,1788.36357,21.02108298,25.15,1790.706911,20.99799719,25.15,1790.357544,21.00143863
-50,500,400,3.28,292.5571099,3.818532112,3.28,292.69581,3.80559082,3.28,292.6875672,3.80635979
-50,500,500,3.98,354.9215391,4.631226233,3.98,355.1267712,4.615591103,3.98,355.1145728,4.616520238
-50,500,600,4.66,415.4792564,5.298737532,4.66,415.7619479,5.280495597,4.66,415.7451434,5.281579758
-50,500,800,5.93,528.5136088,6.54957328,5.93,528.975038,6.526573027,5.93,528.9476018,6.527940264
-50,500,1000,7.11,633.4599362,7.647379614,7.11,634.1274758,7.620093208,7.11,634.0877752,7.621715553
-50,500,1200,8.22,732.112127,8.612907297,8.21,732.1182905,8.612692839,8.21,732.0650912,8.614543946
-50,500,1400,9.27,825.3709619,9.478495216,9.26,825.6254962,9.470765649,9.26,825.5575479,9.47282895
-50,500,1600,10.27,914.1344586,10.25920203,10.26,914.6535299,10.24519046,10.26,914.5698637,10.24744864
-50,500,2000,12.14,1079.983071,11.63132921,12.12,1080.17901,11.62698339,12.12,1080.061901,11.62958076
-50,500,2400,13.86,1232.374041,12.81999203,13.85,1234.059062,12.78816774,13.85,1233.906035,12.79105714
-50,500,2800,15.48,1375.770473,13.83296287,15.46,1377.201104,13.80938605,15.46,1377.010618,13.81252472
-50,500,3200,17.01,1511.083382,14.72268373,16.98,1512.285256,14.70509043,16.98,1512.055886,14.70844761
-50,500,3600,18.45,1638.338624,15.53000005,18.42,1640.211019,15.50531776,18.42,1639.941771,15.50886645
-50,500,4000,19.83,1760.201532,16.24808704,19.8,1762.762252,16.21736519,19.8,1762.452026,16.22108632
-50,500,4400,21.15,1876.688142,16.90078115,21.11,1879.060815,16.87464536,21.11,1878.709439,16.87851525
-50,500,4800,22.42,1988.692202,17.49524106,22.38,1991.77228,17.46386885,22.38,1991.378776,17.46787609
-50,500,5200,23.65,2097.103163,18.03631825,23.6,2100.016506,18.00871372,23.6,2099.5807,18.01284238
-50,600,400,2.83,302.8978348,2.865370893,2.83,303.0444382,2.852026907,2.83,303.0357256,2.852819808
-50,600,500,3.47,371.3180986,3.401083645,3.47,371.5389471,3.384775627,3.47,371.5258203,3.385744755
-50,600,600,4.08,436.5035793,3.963887092,4.08,436.8094189,3.944793961,4.08,436.7912379,3.945928719
-50,600,800,5.24,560.3883921,4.989315246,5.23,559.824824,5.01640084,5.23,559.7948661,5.017841146
-50,600,1000,6.33,676.7086899,5.91344646,6.32,676.3791808,5.926397913,6.32,676.3353469,5.928121114
-50,600,1200,7.36,786.5477499,6.756903645,7.36,787.5482957,6.723500242,7.36,787.4887731,6.725486699
-50,600,1400,8.35,892.0499621,7.495587121,8.34,892.2699127,7.489185281,8.34,892.1934638,7.491410284
-50,600,1600,9.29,992.1608663,8.196926282,9.28,992.6865876,8.183330832,9.28,992.5919713,8.185777367
-50,600,2000,11.06,1180.503224,9.448702535,11.05,1181.688989,9.423516437,11.05,1181.55512,9.426359219
-50,600,2400,12.72,1356.94657,10.5164251,12.7,1357.784457,10.50126973,12.7,1357.608134,10.50445862
-50,600,2800,14.27,1521.534158,11.48011942,14.25,1523.127211,11.45495861,14.25,1522.905972,11.45845216
-50,600,3200,15.75,1678.54114,12.32100789,15.72,1679.865688,12.30241245,15.72,1679.597441,12.30617789
-50,600,3600,17.15,1826.936529,13.09300976,17.12,1829.078511,13.0659072,17.12,1828.761628,13.06991591
-50,600,4000,18.49,1968.860525,13.79289089,18.45,1970.778082,13.77078488,18.46,1971.474679,13.76275644
-50,600,4400,19.78,2105.388208,14.42901017,19.74,2108.165112,14.39959398,19.74,2107.747603,14.40401579
-50,600,4800,21.02,2236.536781,15.01706227,20.97,2239.121701,14.99171618,20.98,2239.714427,14.98590576
-50,600,5200,22.22,2363.374413,15.55843732,22.16,2365.781049,15.53646363,22.17,2366.321093,15.53153384
-50,700,400,2.49,310.9198223,2.142092681,2.49,311.073068,2.128411825,2.49,311.0639605,2.129224745
-50,700,500,3.06,382.0108847,2.619384876,3.06,382.2422389,2.602648862,3.06,382.2284874,2.603643428
-50,700,600,3.61,450.5781614,3.09478407,3.61,450.9000265,3.075136378,3.61,450.8808925,3.0763041
-50,700,800,4.67,582.6449212,3.933918554,4.67,583.1830189,3.908745185,4.67,583.1510218,3.910241629
-50,700,1000,5.68,708.3836308,4.686867604,5.67,707.9313828,4.704125098,5.67,707.8842805,4.705922916
-50,700,1200,6.64,827.8097724,5.400478079,6.63,827.6472732,5.405735448,6.63,827.5829805,5.40781571
-50,700,1400,7.56,942.1797558,6.060016544,7.55,942.3360738,6.055613605,7.55,942.2528493,6.057957696
-50,700,1600,8.45,1052.745669,6.656441365,8.44,1053.248709,6.643871786,8.44,1053.14488,6.646465867
-50,700,2000,10.13,1261.257708,7.76328628,10.12,1262.516036,7.737502209,10.12,1262.367277,7.740549623
-50,700,2400,11.71,1457.126408,8.736555235,11.69,1457.969944,8.72184341,11.69,1457.772196,8.725291852
-50,700,2800,13.2,1641.638022,9.616934137,13.18,1643.366341,9.590622116,13.18,1643.11595,9.594433198
-50,700,3200,14.62,1817.304638,10.40742356,14.59,1818.724165,10.38820895,14.59,1818.41868,10.39234336
-50,700,3600,15.98,1985.391659,11.12336623,15.94,1986.544517,11.10929896,15.95,1987.42218,11.0985922
-50,700,4000,17.28,2145.927017,11.78725371,17.24,2148.081183,11.76329895,17.24,2147.658679,11.76799643
-50,700,4400,18.53,2300.166899,12.40099724,18.49,2303.345036,12.36850433,18.49,2302.86155,12.37344619
-50,700,4800,19.74,2449.360392,12.96553323,19.69,2452.346927,12.93725612,19.69,2451.801725,12.94241714
-50,700,5200,20.91,2593.524622,13.49205599,20.85,2596.335422,13.46726021,20.85,2595.727695,13.47262043
-50,800,400,2.22,316.80213,1.620588589,2.22,316.9604959,1.606651234,2.22,316.951084,1.607479399
-50,800,500,2.73,389.4952093,2.081750894,2.73,389.7342352,2.064708602,2.73,389.7200272,2.065721396
-50,800,600,3.24,462.1561756,2.394367441,3.23,461.0659929,2.459763913,3.23,461.0461299,2.460956494
-50,800,800,4.21,600.2662997,3.117898024,4.2,599.4070623,3.157290285,4.2,599.3735338,3.158828246
-50,800,1000,5.14,732.5725704,3.774517672,5.13,731.9906547,3.79622092,5.13,731.9406913,3.798084924
-50,800,1200,6.03,859.0892621,4.400832034,6.03,860.2482285,4.364263169,6.03,860.1792563,4.366438513
-50,800,1400,6.9,982.6690045,4.934736383,6.89,982.7607944,4.932219801,6.89,982.6708388,4.934686091
-50,800,1600,7.73,1100.482283,5.479751216,7.72,1100.958475,5.468176774,7.72,1100.845671,5.470918318
-50,800,2000,9.32,1325.942837,6.456759424,9.3,1325.850944,6.458588207,9.3,1325.687702,6.461837123
-50,800,2400,10.82,1538.370723,7.340623937,10.8,1539.224226,7.326184162,10.8,1539.004793,7.329896126
-50,800,2800,12.25,1740.646147,8.132463631,12.23,1742.522957,8.104772098,12.23,1742.242619,8.108907309
-50,800,3200,13.61,1932.812521,8.867859553,13.58,1934.349102,8.847705599,13.59,1935.423482,8.833619017
-50,800,3600,14.92,2117.726321,9.53351789,14.89,2120.39831,9.501934853,14.89,2119.986659,9.506799254
-50,800,4000,16.18,2295.416767,10.15046029,16.14,2297.847716,10.12427251,16.14,2297.366674,10.12945351
-50,800,4400,17.39,2465.912692,10.73221658,17.35,2469.546155,10.69622396,17.35,2468.993452,10.70169732
-50,800,4800,18.57,2632.043802,11.262171,18.51,2634.089483,11.24340072,18.52,2634.87841,11.23616366
-50,800,5200,19.7,2791.028708,11.77593041,19.65,2795.732985,11.73570472,19.65,2795.032856,11.74168951
-50,900,400,1.99,319.4679345,1.386693108,1.99,319.6327225,1.372284544,1.99,319.6229275,1.373140827
-50,900,500,2.46,394.8274342,1.703442195,2.46,395.0789897,1.68569159,2.46,395.0640344,1.686746642
-50,900,600,2.93,470.1514206,1.918258206,2.92,468.9034174,1.992171118,2.92,468.88236,1.993419523
-50,900,800,3.82,612.6897763,2.552860578,3.82,613.2950236,2.525548512,3.82,613.2590209,2.527172592
-50,900,1000,4.68,750.3037992,3.118963874,4.68,751.2108538,3.085726993,4.68,751.156879,3.087703963
-50,900,1200,5.52,884.6043133,3.603464275,5.51,884.2618801,3.614059064,5.51,884.1871632,3.616371168
-50,900,1400,6.32,1012.40762,4.127491064,6.31,1012.454349,4.126235351,6.31,1012.356519,4.128864319
-50,900,1600,7.11,1138.515054,4.565413756,7.1,1138.9965,4.55397003,7.1,1138.872827,4.556909365
-50,900,2000,8.61,1377.69901,5.43900567,8.59,1377.539546,5.442103964,8.6,1378.958489,5.41454284
-50,900,2400,10.04,1605.408358,6.220638078,10.02,1606.323979,6.205539167,10.02,1606.079784,6.209565509
-50,900,2800,11.4,1821.698745,6.951702629,11.38,1823.775591,6.921853715,11.38,1823.462251,6.926355814
-50,900,3200,12.71,2029.792315,7.612631177,12.68,2031.516402,7.590623726,12.68,2031.129648,7.595559591
-50,900,3600,13.97,2229.726596,8.227230329,13.93,2231.162818,8.210712688,13.94,2232.29272,8.197722093
-50,900,4000,15.18,2421.538337,8.809933766,15.14,2424.325858,8.78072319,15.15,2425.373964,8.7697447
-50,900,4400,16.36,2608.416257,9.339610301,16.31,2611.019272,9.314535484,16.31,2610.391945,9.320577322
-50,900,4800,17.5,2788.806961,9.843350112,17.44,2791.256584,9.821494133,17.45,2792.134418,9.8136643
-50,900,5200,18.6,2962.737904,10.32735703,18.54,2966.640771,10.29490287,18.55,2967.430731,10.28833654
-50,1000,400,1.81,322.8391478,1.09307453,1.81,323.0149128,1.077832327,1.81,323.0044645,1.078738211
-50,1000,500,2.24,399.4365595,1.379582617,2.24,399.7052504,1.360792676,2.24,399.6892749,1.361909595
-50,1000,600,2.67,475.9959863,1.574095255,2.66,474.5943902,1.656332629,2.66,474.5718948,1.657654052
-50,1000,800,3.49,621.8888482,2.139896035,3.49,622.5381983,2.11091874,3.49,622.4995663,2.112642062
-50,1000,1000,4.29,764.0921069,2.616840311,4.29,765.0705666,2.581460937,4.29,765.0123314,2.583565682
-50,1000,1200,5.07,902.6165902,3.050228898,5.07,903.9794553,3.008692597,5.07,903.8983095,3.011164423
-50,1000,1400,5.83,1037.472952,3.459626941,5.82,1037.490599,3.459160762,5.82,1037.383951,3.46197824
-50,1000,1600,6.57,1168.671675,3.854868083,6.56,1169.168593,3.843266017,6.56,1169.033448,3.846421057
-50,1000,2000,7.99,1420.137267,4.622633787,7.97,1419.927321,4.626632462,7.97,1419.729005,4.630410003
-50,1000,2400,9.35,1660.622955,5.319623839,9.33,1661.620356,5.303524846,9.33,1661.350235,5.307884243
-50,1000,2800,10.65,1890.187518,5.978014014,10.62,1890.72363,5.970478639,10.62,1890.376049,5.975363944
-50,1000,3200,11.9,2110.646375,6.592074636,11.87,2112.5862,6.567878299,11.87,2112.155047,6.573255099
-50,1000,3600,13.11,2323.801189,7.157743972,13.08,2327.225921,7.119285714,13.08,2326.706223,7.12511956
-50,1000,4000,14.28,2529.688095,7.689838132,14.24,2532.890887,7.657079978,14.24,2532.279789,7.663328453
-50,1000,4400,15.42,2730.091793,8.181415806,15.37,2733.138368,8.152780589,15.37,2732.432163,8.159416732
-50,1000,4800,16.52,2923.291419,8.657789231,16.46,2926.214221,8.632346944,16.47,2927.17651,8.623973467
-50,1000,5200,17.59,3111.065426,9.108684283,17.53,3115.667119,9.07136042,17.53,3114.763951,9.078683624
-50,1100,400,1.66,325.6721475,0.848195427,1.66,325.8602062,0.83199999,1.66,325.8490261,0.8329626
-50,1100,500,2.06,404.0397469,1.059033277,2.05,402.3672262,1.175168361,2.05,402.3502173,1.176351357
-50,1100,600,2.45,480.4083214,1.316424135,2.45,480.8160279,1.29270806,2.45,480.7917786,1.294118189
-50,1100,800,3.22,631.0723018,1.732197241,3.21,629.8139176,1.787794728,3.21,629.7724434,1.789628574
-50,1100,1000,3.96,775.7242347,2.198400165,3.96,776.7810334,2.160616994,3.96,776.7181218,2.162865157
-50,1100,1200,4.69,918.2859599,2.57539935,4.68,917.8049194,2.589887609,4.68,917.7173571,2.592525464
-50,1100,1400,5.4,1056.815013,2.952017775,5.39,1056.808491,2.952187819,5.39,1056.692738,2.955205645
-50,1100,1600,6.1,1193.271343,3.284623346,6.08,1191.838959,3.317598006,6.09,1193.647616,3.275965937
-50,1100,2000,7.44,1454.16172,3.979817411,7.42,1453.912452,3.984489141,7.43,1455.648861,3.951957226
-50,1100,2400,8.73,1704.921659,4.610622127,8.71,1706.013003,4.593310202,8.71,1705.716234,4.598017098
-50,1100,2800,9.98,1947.547123,5.17935781,9.95,1948.169474,5.170775962,9.95,1947.78526,5.176073838
-50,1100,3200,11.18,2180.152993,5.733481272,11.14,2180.409875,5.730340044,11.15,2181.879968,5.712367831
-50,1100,3600,12.34,2404.724428,6.257908267,12.3,2406.655171,6.23666556,12.3,2406.07793,6.243015463
-50,1100,4000,13.47,2623.230884,6.742828171,13.42,2624.976336,6.725348942,13.42,2624.295289,6.73216822
-50,1100,4400,14.56,2833.785085,7.216761199,14.51,2837.340803,7.184046318,14.51,2836.551859,7.191303023
-50,1100,4800,15.63,3040.282979,7.650145753,15.57,3043.773892,7.620416646,15.57,3042.874489,7.62807422
-50,1100,5200,16.67,3240.850635,8.067167813,16.6,3244.299759,8.039804091,16.61,3245.228011,8.032442566
-50,1200,400,1.53,327.4326773,0.696871818,1.53,327.633623,0.679641305,1.53,327.6216756,0.680665523
-50,1200,500,1.9,406.500593,0.888848282,1.9,406.8095161,0.867541908,1.9,406.7911441,0.868808661
-50,1200,600,2.26,483.3890718,1.143397856,2.26,483.8249183,1.118168169,2.26,483.7989915,1.119668481
-50,1200,800,2.98,637.0408338,1.46965358,2.97,635.657172,1.530348343,2.97,635.6126011,1.532305163
-50,1200,1000,3.67,784.1364198,1.898713408,3.67,785.2745932,1.858353192,3.67,785.2068209,1.860755184
-50,1200,1200,4.36,931.0819931,2.192054035,4.35,930.5457628,2.208039228,4.35,930.4509481,2.210866404
-50,1200,1400,5.03,1073.627903,2.516228558,5.02,1073.612341,2.516629616,5.02,1073.486587,2.51987047
-50,1200,1600,5.68,1211.789274,2.860866317,5.67,1212.345005,2.848221905,5.67,1212.185263,2.851856037
-50,1200,2000,6.96,1483.491706,3.433977253,6.94,1483.229825,3.438817191,6.94,1482.992555,3.443202809
-50,1200,2400,8.18,1742.02253,4.026251909,8.16,1743.236131,4.007281042,8.16,1742.91103,4.012362084
-50,1200,2800,9.37,1993.796802,4.54646165,9.34,1994.525325,4.536570907,9.35,1996.229016,4.513450379
-50,1200,3200,10.52,2236.752937,5.047017487,10.49,2239.249654,5.016997496,10.49,2238.722214,5.023337489
-50,1200,3600,11.64,2473.054876,5.512503926,11.6,2475.313569,5.488088299,11.6,2474.674981,5.494989752
-50,1200,4000,12.72,2700.669352,5.974063825,12.68,2704.87534,5.932701781,12.68,2704.120845,5.940118583
-50,1200,4400,13.78,2923.857534,6.395442403,13.73,2927.96405,6.358364206,13.73,2927.090785,6.366246339
-50,1200,4800,14.81,3140.573563,6.803831529,14.75,3144.606171,6.770138156,14.75,3143.612954,6.778434308
-50,1200,5200,15.82,3352.956355,7.186105512,15.75,3356.941902,7.155098199,15.75,3355.827418,7.163766636
-60,400,400,3.53,195.9522107,3.900666219,3.53,196.034349,3.8911786,3.53,196.0294679,3.891742358
-60,400,500,4.28,237.5416456,4.588388303,4.28,237.6636802,4.576980316,4.28,237.6564275,4.577658256
-60,400,600,4.99,276.8981057,5.226825285,4.99,277.0655814,5.213641997,4.99,277.0556268,5.214425519
-60,400,800,6.32,350.5822864,6.335628293,6.31,350.3007787,6.352543872,6.31,350.284594,6.353516533
-60,400,1000,7.54,418.1256915,7.308942271,7.54,418.519827,7.289723187,7.54,418.49639,7.29086589
-60,400,1200,8.69,481.7519864,8.126513743,8.68,481.7273293,8.127527633,8.68,481.6959102,8.128819595
-60,400,1400,9.77,541.4684488,8.85536489,9.76,541.5902286,8.851029622,9.76,541.5501156,8.852457585
-60,400,1600,10.79,597.8345993,9.511967653,10.78,598.1115202,9.503266498,10.78,598.0621918,9.504816378
-60,400,2000,12.7,703.2979213,10.62582918,12.69,703.909074,10.61024919,12.69,703.8398785,10.61201303
-60,400,2400,14.46,800.38353,11.55681108,14.45,801.3515693,11.53601638,14.45,801.2611433,11.53795863
-60,400,2800,16.11,891.3203928,12.34223346,16.09,892.1115736,12.32753452,16.09,891.9989324,12.32962708
-60,400,3200,17.66,976.6764027,13.02721456,17.63,977.3041106,13.0169338,17.63,977.1685189,13.01915446
-60,400,3600,19.12,1057.01687,13.63692781,19.09,1058.041634,13.6219138,19.09,1057.882444,13.62424598
-60,400,4000,20.52,1134.000584,14.17195903,20.48,1134.88226,14.16027014,20.48,1134.698986,14.1626998
-60,400,4400,21.85,1207.089406,14.65899104,21.81,1208.382923,14.6433273,21.82,1208.726448,14.63916781
-60,400,4800,23.13,1277.387904,15.09769635,23.09,1279.099356,15.0786202,23.09,1278.866733,15.08121286
-60,400,5200,24.37,1345.449532,15.49341018,24.32,1347.035196,15.47703615,24.32,1346.777549,15.47969651
-60,500,400,2.98,206.7719251,2.664209566,2.97,206.1672338,2.732602815,2.97,206.1619712,2.733198411
-60,500,500,3.63,251.825952,3.267802514,3.63,251.9589642,3.255645803,3.63,251.9510588,3.256368243
-60,500,600,4.26,295.4770444,3.781517977,4.26,295.6611375,3.767371336,4.26,295.650195,3.768212122
-60,500,800,5.46,378.5760776,4.675546556,5.46,378.881138,4.657698323,5.46,378.8630008,4.658759329
-60,500,1000,6.58,456.080468,5.483197487,6.58,456.5266232,5.462039952,6.58,456.5000915,5.463297937
-60,500,1200,7.64,529.383925,6.195169172,7.64,529.9888043,6.170997824,7.64,529.952826,6.172435286
-60,500,1400,8.65,599.185465,6.829577997,8.64,599.2717498,6.826593508,8.64,599.2255314,6.828192131
-60,500,1600,9.61,665.4920165,7.415985957,9.6,665.7642069,7.407676909,9.6,665.7069464,7.409424795
-60,500,2000,11.42,790.4043283,8.435960959,11.4,790.3881568,8.436361658,11.4,790.3070725,8.4383708
-60,500,2400,13.1,906.227767,9.313719165,13.08,906.6467135,9.304966122,13.08,906.539795,9.307199873
-60,500,2800,14.67,1014.367692,10.08585618,14.65,1015.24435,10.07000012,14.65,1015.110226,10.0724258
-60,500,3200,16.17,1117.594995,10.74832486,16.14,1118.264914,10.73763471,16.14,1118.102249,10.74023029
-60,500,3600,17.58,1214.553251,11.35684464,17.55,1215.716803,11.34022018,17.56,1216.21466,11.33310795
-60,500,4000,18.94,1308.001496,11.89223589,18.9,1308.987973,11.87947157,18.91,1309.45517,11.873427
-60,500,4400,20.24,1397.265844,12.382212,20.2,1398.773783,12.36437653,20.2,1398.520557,12.36737137
-60,500,4800,21.49,1483.041971,12.83057292,21.44,1484.390251,12.81588263,21.45,1484.794395,12.81147971
-60,500,5200,22.69,1565.340125,13.24678963,22.65,1567.908949,13.22084054,22.65,1567.592548,13.2240363
-60,600,400,2.56,213.1525889,1.947673209,2.56,213.2460142,1.937251652,2.56,213.2404623,1.937870913
-60,600,500,3.14,261.3941446,2.399958467,3.14,261.5349782,2.387285588,3.14,261.5266079,2.388038707
-60,600,600,3.7,307.9541794,2.830521962,3.7,308.1500819,2.815717198,3.7,308.1384371,2.816597106
-60,600,800,4.79,398.528848,3.519301613,4.78,398.0263116,3.548144395,4.78,398.00681,3.54926397
-60,600,1000,5.81,483.2259549,4.208960968,5.8,482.8800453,4.225030471,5.81,483.6828268,4.187743301
-60,600,1200,6.79,564.546229,4.805117507,6.78,564.3793247,4.811642798,6.78,564.3399255,4.813183249
-60,600,1400,7.72,641.668183,5.376383931,7.71,641.696536,5.375425018,7.71,641.6455476,5.377149482
-60,600,1600,8.62,716.2568345,5.883821854,8.61,716.497541,5.876641596,8.61,716.4339408,5.878538706
-60,600,2000,10.32,857.0265467,6.804224551,10.31,857.7299246,6.787202481,10.31,857.6388204,6.789406999
-60,600,2400,11.91,988.5469288,7.61350405,11.9,989.7551215,7.588848652,11.9,989.6339748,7.591320479
-60,600,2800,13.42,1113.324722,8.316441305,13.4,1114.247251,8.300142728,13.4,1114.093997,8.302850054
-60,600,3200,14.85,1231.382849,8.952918618,14.82,1232.047574,8.942552563,14.83,1232.688913,8.932552568
-60,600,3600,16.22,1344.389157,9.522284698,16.19,1345.651301,9.504657604,16.19,1345.428859,9.507763941
-60,600,4000,17.53,1452.360185,10.04454434,17.49,1453.40984,10.03126154,17.49,1453.151156,10.03453483
-60,600,4400,18.78,1555.312562,10.5325107,18.74,1556.986745,10.51313362,18.75,1557.517469,10.50699196
-60,600,4800,20,1655.720371,10.96854849,19.95,1657.214944,10.95260687,19.96,1657.707027,10.94735882
-60,600,5200,21.17,1751.954514,11.3805916,21.12,1754.099401,11.35937016,21.13,1754.552227,11.35489059
-60,700,400,2.24,217.5909547,1.454809055,2.24,217.6875207,1.444136519,2.24,217.6817821,1.444770695
-60,700,500,2.76,268.0497166,1.804266176,2.76,268.1962812,1.791222068,2.76,268.1875702,1.791997253
-60,700,600,3.26,316.5488256,2.184705701,3.26,316.7532315,2.169438604,3.26,316.7410811,2.170345995
-60,700,800,4.24,411.5531953,2.776830288,4.24,411.8987515,2.757264172,4.24,411.8782058,2.758427324
-60,700,1000,5.18,502.6133156,3.315288519,5.18,503.1285354,3.291726853,5.18,503.0978946,3.293127825
-60,700,1200,6.08,589.7381379,3.828262302,6.07,589.4769817,3.838306721,6.07,589.4349681,3.839922781
-60,700,1400,6.95,673.9025883,4.295743856,6.94,673.8577552,4.29723353,6.94,673.8029027,4.299056173
-60,700,1600,7.78,754.1466019,4.763546647,7.77,754.3342402,4.75804902,7.78,755.2345782,4.731676866
-60,700,2000,9.38,908.6926261,5.565502135,9.37,909.4008511,5.548686872,9.37,909.3012378,5.551051703
-60,700,2400,10.89,1054.377719,6.282960901,10.87,1054.695325,6.276605583,10.87,1054.561633,6.27928069
-60,700,2800,12.32,1192.197688,6.936428083,12.3,1193.137548,6.920149463,12.3,1192.966855,6.923105606
-60,700,3200,13.69,1324.103058,7.521098728,13.66,1324.739886,7.511363911,13.67,1325.496168,7.499804859
-60,700,3600,15,1450.115341,8.059940074,14.97,1451.446329,8.041716365,14.97,1451.195219,8.045154172
-60,700,4000,16.26,1571.213684,8.55493022,16.23,1573.265282,8.529475837,16.23,1572.97126,8.53312326
-60,700,4400,17.48,1688.371838,9.00714952,17.44,1690.205159,8.986343313,17.44,1689.867136,8.990179071
-60,700,4800,18.65,1800.648157,9.437172126,18.61,1803.23823,9.410074281,18.61,1802.855123,9.41408181
-60,700,5200,19.79,1909.967423,9.831644182,19.74,1912.370962,9.808312612,19.74,1911.942098,9.812475158
